person1Id:ID|person2Id:ID|startDate:DATE|endDate:DATE
13044065|4398069412615|2012-11-02|2012-11-12
13044065|8796119279584|2012-11-02|2012-11-08
13044065|10995141530647|2012-11-02|2012-11-09
13044065|31474994|2012-11-02|2012-11-13
13044065|17592188273235|2012-11-02|2012-11-10
13044065|30786340108028|2012-11-02|2012-11-09
13044065|28587375063083|2012-11-02|2012-11-12
13044065|24189332518397|2012-11-02|2012-11-12
13044065|6597121515853|2012-11-02|2012-11-09
13044065|17592235830663|2012-11-02|2012-11-12
13044065|8796094772067|2012-11-02|2012-11-09
13044065|13194144424088|2012-11-02|2012-11-13
13044065|13194160751769|2012-11-02|2012-11-12
13044065|8796146357807|2012-11-02|2012-11-12
13044065|6597113404431|2012-11-02|2012-11-12
13044065|2199063978456|2012-11-02|2012-11-10
13044065|17592221057689|2012-11-02|2012-11-13
13044065|6597091011115|2012-11-02|2012-11-11
13044065|6597098287284|2012-11-02|2012-11-09
13044065|15393226875657|2012-11-02|2012-11-09
13044065|4398048647990|2012-11-02|2012-11-12
13044065|24189262483398|2012-11-02|2012-11-13
13044065|64903251|2012-11-02|2012-11-08
13044065|6597132242916|2012-11-02|2012-11-13
13044065|30786332429203|2012-11-02|2012-11-09
13044065|15393177387564|2012-11-02|2012-11-12
13044065|13194192706749|2012-11-02|2012-11-13
13044065|6597136104184|2012-11-02|2012-11-11
13044065|30786387877198|2012-11-02|2012-11-10
13044065|10995173323318|2012-11-02|2012-11-10
13044065|10995184536477|2012-11-02|2012-11-09
13044065|2199079793359|2012-11-02|2012-11-09
13044065|8796110854819|2012-11-02|2012-11-09
13044065|17592254394871|2012-11-02|2012-11-10
13044065|74472039|2012-11-02|2012-11-13
13044065|15393192021214|2012-11-02|2012-11-08
13044065|19791261133490|2012-11-02|2012-11-08
13044065|8796111671348|2012-11-02|2012-11-09
13044065|15393164703334|2012-11-02|2012-11-13
13044065|28587327703786|2012-11-02|2012-11-13
13044065|8796165439118|2012-11-02|2012-11-09
13044065|8796147963973|2012-11-02|2012-11-14
13044065|24189297302719|2012-11-02|2012-11-11
13044065|8796161780965|2012-11-02|2012-11-14
13044065|2199059825824|2012-11-02|2012-11-09
13044065|13194187064802|2012-11-02|2012-11-10
13044065|8796127921354|2012-11-02|2012-11-12
13044065|35287267|2012-11-02|2012-11-09
13044065|2199063283246|2012-11-02|2012-11-12
13044065|10995122800309|2012-11-02|2012-11-12
13044065|44259592|2012-11-02|2012-11-14
13044065|21990243614960|2012-11-02|2012-11-13
13044065|4398120091519|2012-11-02|2012-11-08
13044065|10995158810840|2012-11-02|2012-11-09
13044065|4398098631149|2012-11-02|2012-11-14
13044065|21990277299608|2012-11-02|2012-11-10
13044065|19791282995470|2012-11-02|2012-11-08
13044065|20955413|2012-11-02|2012-11-11
13044065|2199040041899|2012-11-02|2012-11-09
13044065|28587369993874|2012-11-02|2012-11-14
13044065|46463301|2012-11-02|2012-11-11
13044065|48354240|2012-11-02|2012-11-12
13044065|47859070|2012-11-02|2012-11-08
13044065|6597096645704|2012-11-02|2012-11-13
13044065|70422141|2012-11-02|2012-11-14
13044065|6597105391418|2012-11-02|2012-11-11
13044065|6597141766869|2012-11-02|2012-11-11
13044065|30786389621617|2012-11-02|2012-11-08
13044065|2199058298085|2012-11-02|2012-11-13
13044065|13194215802690|2012-11-02|2012-11-14
13044065|4398047938462|2012-11-02|2012-11-11
13044065|8796112465198|2012-11-02|2012-11-10
