company:STRING|person2Id:ID
Karthago_Airlines|21990244292879
Regional_Air_Services_(Tanzania)|26388347277799
Malév_Hungarian_Airlines|32985377958924
ALMA_de_México|26388314970188
Tanzania_Government_Flight_Agency|26388347277799
Tanzania_Government_Flight_Agency|21990244292879
Proflight_Commuter_Services|8796160137873
Eastern_Air|21990244292879
Regional_Cargo|8796128576214
Wizz_Air|26388318106932
Air_Arabia_Maroc|19791261268068
Avioquintana|8796128576214
Coastal_Aviation|2199088285264
Eastern_Air|23749739
Coastal_Aviation|8796160137873
Air_Tanzania|2199088285264
Atlas_Blue|26388347277799
SBA_Airlines|13194210085855
Air_Arabia_Maroc|28587309766892
ALMA_de_México|26388347277799
Khyber_Afghan_Airlines|8796124940455
Precision_Air|26388347277799
Mexicana_de_Aviación|26388314970188
CityLine_Hungary|23749739
Jeju_Air|26388314970188
Community_Airlines|19791258256070
Wizz_Air|13194210085855
Karthago_Airlines|8796124940455
Atlas_Blue|8796128576214
Asiana_Airlines|28587309766892
Asiana_Airlines|21990244292879
Royal_Air_Maroc|19791261268068
Jin_Air|8796160137873
Safi_Airways|24189309028918
Tunisair|8796128576214
Bakhtar_Afghan_Airlines|19791261268068
Zambian_Airways|21990244292879
Jin_Air|24189309028918
Balkh_Airlines|19791258256070
Budapest_Aircraft_Service|32985377958924
Atlas_Blue|28587309766892
ABC_Air_Hungary|26388318106932
Khyber_Afghan_Airlines|13194210085855
Budapest_Aircraft_Service|24189309028918
Regional_Cargo|8796124940455
Avolar|21990280261316
ALMA_de_México|26388318106932
Precision_Air|8796160137873
ALMA_de_México|32985377958924
Avioquintana|26388318106932
Tunisavia|2199088285264
Sevenair|19791261268068
Bakhtar_Afghan_Airlines|23749739
Budapest_Aircraft_Service|19791258256070
Avolar|19791261268068
Regional_Air_Services_(Tanzania)|17592222279094
Air_Tanzania|8796128576214
Regional_Air_Services_(Tanzania)|24189309028918
ABC_Air_Hungary|26388347277799
Malév_Hungarian_Airlines|13194210085855
Jin_Air|8796124940455
Eastern_Air|19791261268068
Mexicana_de_Aviación|24189309028918
Air_Busan|19791258256070
Royal_Air_Maroc|21990244292879
ZanAir|26388318106932
Air_Tanzania|13194210085855
ALMA_de_México|8796160137873
Nationwide_Airlines_(Zambia)|26388318106932
Avolar|13194210085855
ZanAir|23749739
MarcoPolo_Airways|19791261268068
Travel_Service_(Hungary)|23749739
Yeongnam_Air|21990244292879
ABC_Air_Hungary|23749739
Air_Busan|19791261268068
Jin_Air|32985377958924
Nouvelair|19791258256070
Tunisavia|13194210085855
CityLine_Hungary|21990244292879
Sevenair|8796124940455
Zambian_Airways|8796124940455
Pamir_Airways|8796124940455
Jet4you|26388347277799
Mexicana_de_Aviación|8796160137873
Nouvelair|26388347277799
Kam_Air|17592222279094
Sevenair|2199088285264
Regional_Cargo|23749739
ALMA_de_México|6597113597173
Kam_Air|26388318106932
Precision_Air|19791261268068
Tunisair|32985377958924
Zambian_Airways|26388347277799
Wizz_Air|19791261268068
Precision_Air|8796128576214
Balkh_Airlines|26388318106932
ZanAir|19791261268068
Balkh_Airlines|21990244292879
Zambian_Airways|8796160137873
Coastal_Aviation|26388347277799
Air_Arabia_Maroc|32985377958924
Atlas_Blue|26388314970188
Royal_Air_Maroc|26388347277799
Atlas_Blue|13194210085855
Eastar_Jet|26388314970188
Mexicana_de_Aviación|8796124940455
Avolar|19791263959474
Jin_Air|8796128576214
Royal_Air_Maroc|13194210085855
Yeongnam_Air|19791258256070
Royal_Air_Maroc|2199088285264
Sevenair|26388318106932
Tunisavia|23749739
Regional_Air_Lines|17592222279094
Eastar_Jet|19791261268068
Community_Airlines|23749739
ZanAir|19791258256070
